species,age,weight,temperature,heartRate,respiratoryRate,skinRedness,itching,hairLoss,vomiting,diarrhea,appetiteLevel,waterIntakeLevel,activityLevel,symptomDurationDays,abnormalProbability,riskGrade,primaryRiskFactor
DOG,2,18.2,39.7,128,35,False,False,True,False,False,NORMAL,NORMAL,LOW,5,0.54,CAUTION,"미열, 피부 징후"
DOG,5,28.1,39.1,175,20,True,False,False,False,False,NORMAL,DECREASED,HIGH,2,0.31,WATCH,"빈맥, 피부 징후"
DOG,3,18.3,39.9,112,31,False,True,False,False,True,DECREASED,NORMAL,HIGH,2,0.66,CAUTION,"미열, 설사"
CAT,4,3.0,40.8,300,41,True,False,False,False,False,NORMAL,NORMAL,LOW,0,1.0,DANGER,"고열, 빈맥"
DOG,4,18.2,38.4,105,35,False,True,False,False,True,NORMAL,NORMAL,LOW,0,0.45,WATCH,"설사, 피부 징후"
DOG,3,8.1,39.0,178,12,False,False,False,False,True,NORMAL,NORMAL,NORMAL,0,0.43,WATCH,"빈맥, 설사"
CAT,5,5.9,39.4,232,34,False,False,True,True,False,DECREASED,DECREASED,LOW,5,0.65,CAUTION,"구토, 피부 징후"
CAT,6,4.3,40.3,184,12,True,False,False,False,False,DECREASED,INCREASED,NORMAL,6,0.43,WATCH,"미열, 피부 징후"
CAT,3,2.4,39.4,207,25,False,False,False,False,False,DECREASED,NORMAL,NORMAL,7,0.03,NORMAL,이상 없음(정상)
DOG,5,10.5,40.2,135,36,True,False,False,False,False,NORMAL,DECREASED,LOW,0,0.62,CAUTION,"고열, 피부 징후"
DOG,8,11.6,38.5,163,17,True,False,True,False,False,DECREASED,DECREASED,HIGH,5,0.36,WATCH,"빈맥, 피부 징후"
DOG,14,3.1,39.7,157,30,False,True,False,False,False,NONE,NORMAL,LOW,6,0.57,CAUTION,"미열, 피부 징후"
DOG,12,13.4,39.2,94,34,False,False,False,True,False,DECREASED,NORMAL,LOW,2,0.4,WATCH,"구토, 식욕 감소"
DOG,12,22.2,39.0,137,34,True,False,False,False,False,NONE,DECREASED,LOW,0,0.72,CAUTION,"피부 징후, 식욕 절폐"
DOG,4,3.7,40.4,230,51,False,True,False,True,True,NONE,NORMAL,LOW,6,1.0,DANGER,"고열, 빈맥"
DOG,8,18.0,39.7,106,37,True,True,True,True,False,DECREASED,DECREASED,LOW,0,0.57,CAUTION,"미열, 구토"
CAT,9,3.2,39.7,235,32,False,False,False,True,False,NORMAL,DECREASED,LOW,3,0.53,CAUTION,"미열, 구토"
DOG,6,8.4,37.8,113,36,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,2,4.4,40.1,232,51,False,True,True,False,False,DECREASED,DECREASED,LOW,5,0.73,CAUTION,"미열, 호흡 급증"
CAT,5,3.9,39.0,170,26,False,False,False,False,False,INCREASED,DECREASED,NORMAL,3,0.04,NORMAL,이상 없음(정상)
DOG,13,15.0,39.8,141,20,True,False,False,True,False,NORMAL,NORMAL,NORMAL,6,0.39,WATCH,"미열, 구토"
DOG,2,16.0,39.2,130,15,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.1,NORMAL,이상 없음(정상)
DOG,1,6.4,39.4,145,32,False,False,True,True,False,NORMAL,NORMAL,LOW,5,0.52,CAUTION,"미열, 구토"
CAT,11,5.8,40.0,251,46,False,False,False,True,True,DECREASED,NORMAL,LOW,5,1.0,DANGER,"미열, 빈맥"
CAT,11,6.6,39.4,216,31,True,False,False,False,False,DECREASED,DECREASED,LOW,5,0.33,WATCH,"피부 징후, 식욕 감소"
DOG,14,5.3,38.0,50,10,False,False,False,False,True,NORMAL,NORMAL,HIGH,0,0.21,NORMAL,이상 없음(정상)
CAT,1,6.2,41.0,247,51,False,False,False,True,True,DECREASED,DECREASED,LOW,3,1.0,DANGER,"고열, 빈맥"
CAT,6,7.5,39.5,245,35,False,False,False,False,False,INCREASED,NORMAL,NORMAL,7,0.3,WATCH,빈맥
DOG,15,11.5,38.4,99,15,True,False,False,True,False,NORMAL,NORMAL,NORMAL,3,0.46,WATCH,"구토, 피부 징후"
DOG,3,16.2,40.5,190,49,True,False,False,False,True,DECREASED,INCREASED,LOW,3,1.0,DANGER,"고열, 빈맥"
CAT,6,6.5,40.0,245,35,False,False,False,False,False,DECREASED,NORMAL,LOW,6,0.52,CAUTION,"미열, 빈맥"
CAT,13,3.2,39.2,170,29,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.2,NORMAL,이상 없음(정상)
DOG,9,26.3,39.4,139,36,True,False,True,False,True,DECREASED,DECREASED,LOW,0,0.65,CAUTION,"미열, 설사"
CAT,6,6.3,39.0,205,19,False,False,False,False,False,DECREASED,NORMAL,NORMAL,6,0.17,NORMAL,이상 없음(정상)
CAT,12,5.3,39.7,111,32,False,False,False,False,False,INCREASED,NORMAL,NORMAL,7,0.13,NORMAL,이상 없음(정상)
CAT,6,5.7,39.2,176,10,False,False,False,True,False,NORMAL,NORMAL,NORMAL,0,0.21,NORMAL,이상 없음(정상)
CAT,15,3.8,38.8,115,21,False,False,False,False,False,INCREASED,NORMAL,HIGH,5,0.01,NORMAL,이상 없음(정상)
DOG,12,11.1,39.1,162,12,False,False,True,False,False,NORMAL,NORMAL,NORMAL,0,0.43,WATCH,"빈맥, 피부 징후"
CAT,4,2.6,39.6,200,12,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.36,WATCH,미열
DOG,13,11.0,40.7,190,36,True,False,False,True,True,DECREASED,NORMAL,LOW,6,1.0,DANGER,"고열, 빈맥"
DOG,8,7.2,38.0,100,17,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,14,5.6,41.0,190,53,False,False,False,True,False,DECREASED,NORMAL,LOW,7,1.0,DANGER,"고열, 빈맥"
DOG,14,8.3,39.0,144,30,True,True,True,False,True,NORMAL,NORMAL,NORMAL,6,0.31,WATCH,"설사, 피부 징후"
DOG,9,10.0,38.7,94,30,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.18,NORMAL,이상 없음(정상)
DOG,7,15.0,39.9,222,50,False,True,False,True,True,DECREASED,DECREASED,LOW,3,1.0,DANGER,"미열, 빈맥"
DOG,14,6.0,38.0,145,11,False,False,False,False,False,INCREASED,INCREASED,NORMAL,6,0.06,NORMAL,이상 없음(정상)
DOG,7,14.0,37.8,109,23,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,11,7.7,38.6,181,28,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.08,NORMAL,이상 없음(정상)
CAT,13,7.4,39.3,267,35,False,True,False,False,True,INCREASED,DECREASED,LOW,2,0.54,CAUTION,"빈맥, 설사"
DOG,7,21.5,39.1,96,10,False,False,False,False,False,DECREASED,NORMAL,NORMAL,5,0.02,NORMAL,이상 없음(정상)
CAT,14,5.8,39.2,206,37,False,True,False,False,False,NONE,NORMAL,NORMAL,5,0.4,WATCH,"피부 징후, 식욕 절폐"
DOG,3,7.1,38.3,131,21,True,True,False,False,False,NORMAL,NORMAL,HIGH,1,0.18,NORMAL,이상 없음(정상)
DOG,8,27.4,37.8,119,36,False,False,False,False,False,INCREASED,NORMAL,HIGH,2,0.04,NORMAL,이상 없음(정상)
DOG,14,5.0,38.9,125,36,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.15,NORMAL,이상 없음(정상)
CAT,3,5.4,38.6,188,28,False,False,True,False,False,INCREASED,DECREASED,NORMAL,2,0.1,NORMAL,이상 없음(정상)
DOG,8,19.3,39.7,144,41,False,False,False,False,False,DECREASED,DECREASED,LOW,6,0.65,CAUTION,"미열, 호흡 급증"
CAT,11,5.1,38.5,193,10,False,False,False,False,False,DECREASED,NORMAL,NORMAL,0,0.12,NORMAL,이상 없음(정상)
DOG,6,24.3,37.9,89,21,False,False,False,False,False,NORMAL,NORMAL,LOW,2,0.09,NORMAL,이상 없음(정상)
CAT,6,3.8,39.5,267,45,True,True,False,False,False,NORMAL,NORMAL,LOW,6,0.62,CAUTION,"빈맥, 호흡 급증"
CAT,9,2.5,39.3,255,16,True,False,False,False,False,NORMAL,DECREASED,NORMAL,1,0.42,WATCH,"빈맥, 피부 징후"
DOG,14,11.8,39.3,160,38,True,False,False,False,False,DECREASED,DECREASED,NORMAL,2,0.71,CAUTION,"미열, 빈맥"
DOG,15,29.5,40.0,165,49,True,False,False,False,True,INCREASED,DECREASED,LOW,5,1.0,DANGER,"고열, 빈맥"
CAT,7,6.7,40.4,234,50,False,True,False,True,True,NONE,DECREASED,LOW,2,1.0,DANGER,"미열, 호흡 급증"
CAT,9,5.7,38.7,216,39,False,True,True,False,False,DECREASED,NORMAL,LOW,0,0.43,WATCH,"피부 징후, 식욕 감소"
DOG,1,15.3,38.9,173,40,False,False,False,False,True,DECREASED,DECREASED,NORMAL,3,0.6,CAUTION,"빈맥, 호흡 급증"
CAT,1,6.2,39.5,179,22,False,True,False,True,False,NORMAL,DECREASED,LOW,5,0.47,WATCH,"구토, 피부 징후"
CAT,5,2.8,39.3,168,20,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.1,NORMAL,이상 없음(정상)
DOG,4,12.8,38.3,98,28,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.16,NORMAL,이상 없음(정상)
CAT,14,7.5,38.7,167,21,False,False,False,False,False,DECREASED,NORMAL,NORMAL,3,0.03,NORMAL,이상 없음(정상)
DOG,8,16.7,39.5,154,27,True,False,False,False,True,NORMAL,NORMAL,HIGH,2,0.46,WATCH,"미열, 설사"
CAT,1,2.3,40.0,275,37,False,True,False,False,True,NORMAL,NORMAL,NORMAL,0,0.71,CAUTION,"미열, 빈맥"
CAT,7,6.0,38.9,199,24,False,False,False,False,False,INCREASED,INCREASED,NORMAL,6,0.0,NORMAL,이상 없음(정상)
DOG,11,10.9,40.7,162,56,True,True,True,True,True,NONE,DECREASED,LOW,7,1.0,DANGER,"고열, 빈맥"
CAT,7,5.0,41.3,216,52,False,True,False,True,True,DECREASED,NORMAL,LOW,5,1.0,DANGER,"고열, 호흡 급증"
DOG,5,26.4,39.4,123,27,False,False,False,False,False,DECREASED,NORMAL,NORMAL,7,0.35,WATCH,"미열, 식욕 감소"
CAT,9,4.6,39.2,148,24,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.04,NORMAL,이상 없음(정상)
DOG,4,24.3,39.5,153,58,False,False,False,False,False,NONE,NORMAL,LOW,4,0.65,CAUTION,"미열, 호흡 급증"
CAT,4,7.4,38.1,165,28,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.04,NORMAL,이상 없음(정상)
DOG,5,19.6,38.9,90,35,False,True,False,False,False,DECREASED,DECREASED,NORMAL,6,0.33,WATCH,"피부 징후, 식욕 감소"
DOG,5,28.5,38.5,78,19,False,False,False,False,False,INCREASED,NORMAL,NORMAL,2,0.0,NORMAL,이상 없음(정상)
DOG,3,3.6,39.5,167,38,False,False,False,False,True,NONE,DECREASED,HIGH,1,0.65,CAUTION,"미열, 빈맥"
DOG,2,6.1,40.6,128,36,False,False,False,True,False,DECREASED,NORMAL,NORMAL,2,0.7,CAUTION,"고열, 구토"
DOG,4,18.0,39.9,102,38,False,True,False,False,True,NORMAL,NORMAL,LOW,1,0.67,CAUTION,"미열, 설사"
CAT,5,6.9,39.3,243,38,False,False,False,False,False,DECREASED,INCREASED,NORMAL,1,0.39,WATCH,"빈맥, 식욕 감소"
DOG,2,20.0,39.1,95,37,False,False,True,True,False,NORMAL,NORMAL,LOW,0,0.36,WATCH,"구토, 피부 징후"
CAT,11,4.0,38.7,226,20,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,6,4.8,39.1,139,18,False,False,False,False,False,NORMAL,NORMAL,HIGH,0,0.07,NORMAL,이상 없음(정상)
DOG,2,26.7,40.5,230,46,True,True,False,True,True,NONE,NORMAL,LOW,5,1.0,DANGER,"고열, 빈맥"
CAT,1,6.9,39.1,205,23,False,True,False,False,True,DECREASED,DECREASED,NORMAL,4,0.5,CAUTION,"설사, 피부 징후"
DOG,8,29.1,40.8,203,35,True,False,True,False,False,NONE,DECREASED,LOW,0,1.0,DANGER,"고열, 빈맥"
CAT,14,7.0,39.3,235,31,False,False,True,False,True,DECREASED,DECREASED,NORMAL,4,0.36,WATCH,"설사, 피부 징후"
CAT,6,2.2,40.6,226,37,False,True,False,False,True,NORMAL,NORMAL,NORMAL,1,0.72,CAUTION,"고열, 설사"
CAT,9,4.4,39.7,263,33,False,False,False,True,False,NONE,DECREASED,HIGH,3,0.7,CAUTION,"미열, 빈맥"
DOG,14,5.2,38.7,111,44,False,False,False,True,True,DECREASED,NORMAL,NORMAL,2,0.56,CAUTION,"호흡 급증, 소화기 이상(구토 및 설사)"
DOG,8,20.0,38.8,200,57,False,False,False,False,False,DECREASED,NORMAL,NORMAL,1,0.55,CAUTION,"빈맥, 호흡 급증"
CAT,10,2.6,40.5,184,38,False,True,False,False,False,NONE,INCREASED,NORMAL,3,0.7,CAUTION,"고열, 피부 징후"
CAT,5,4.6,38.8,150,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,9,3.3,37.6,207,24,False,False,False,False,True,DECREASED,NORMAL,HIGH,2,0.04,NORMAL,이상 없음(정상)
CAT,13,2.9,39.0,176,28,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.06,NORMAL,이상 없음(정상)
CAT,9,6.2,38.8,166,13,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.24,NORMAL,이상 없음(정상)
CAT,9,4.6,39.0,230,46,False,False,False,False,False,DECREASED,NORMAL,LOW,2,0.55,CAUTION,"호흡 급증, 식욕 감소"
DOG,11,22.2,39.2,126,33,True,False,False,False,False,NONE,DECREASED,NORMAL,2,0.39,WATCH,"피부 징후, 식욕 절폐"
DOG,14,4.5,38.2,92,23,False,False,False,False,False,NORMAL,NORMAL,HIGH,3,0.0,NORMAL,이상 없음(정상)
DOG,8,15.7,39.9,144,33,False,False,True,True,False,NORMAL,DECREASED,LOW,5,0.58,CAUTION,"미열, 구토"
CAT,5,4.4,39.4,200,37,False,False,False,True,False,NORMAL,DECREASED,LOW,6,0.35,WATCH,"구토, 활동량 저하"
DOG,8,6.2,40.0,168,44,True,False,False,True,True,NONE,DECREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
CAT,14,6.3,39.3,179,20,False,False,False,True,True,NORMAL,NORMAL,NORMAL,7,0.42,WATCH,소화기 이상(구토 및 설사)
CAT,3,7.8,39.5,235,52,True,True,True,False,False,DECREASED,NORMAL,LOW,4,0.59,CAUTION,"호흡 급증, 피부 징후"
CAT,3,6.4,40.0,239,38,False,False,False,False,False,DECREASED,NORMAL,LOW,1,0.37,WATCH,"미열, 식욕 감소"
DOG,4,10.2,38.8,123,29,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,2,7.4,39.2,215,23,False,False,True,True,False,NONE,INCREASED,NORMAL,0,0.63,CAUTION,"구토, 피부 징후"
DOG,10,10.8,39.7,189,56,True,True,True,False,True,NONE,NORMAL,LOW,5,1.0,DANGER,"미열, 빈맥"
CAT,14,7.3,41.4,252,62,True,False,False,False,True,DECREASED,DECREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
CAT,7,6.6,40.9,233,46,True,True,True,True,False,NORMAL,INCREASED,LOW,0,1.0,DANGER,"고열, 호흡 급증"
DOG,9,2.9,39.4,97,46,False,True,False,False,False,DECREASED,DECREASED,HIGH,0,0.73,CAUTION,"미열, 호흡 급증"
DOG,12,20.5,38.2,93,25,False,False,False,True,False,NORMAL,NORMAL,NORMAL,6,0.15,NORMAL,이상 없음(정상)
CAT,2,4.7,41.5,294,43,True,True,False,False,False,DECREASED,DECREASED,LOW,3,1.0,DANGER,"고열, 빈맥"
CAT,6,2.1,39.7,199,32,False,False,False,False,False,NORMAL,NORMAL,HIGH,6,0.11,NORMAL,이상 없음(정상)
CAT,10,7.2,39.8,252,39,False,False,False,False,True,DECREASED,NORMAL,NORMAL,1,0.71,CAUTION,"미열, 빈맥"
DOG,10,24.8,38.3,95,18,False,False,False,False,False,NORMAL,NORMAL,LOW,6,0.17,NORMAL,이상 없음(정상)
DOG,3,17.5,39.4,151,52,False,False,False,False,False,DECREASED,DECREASED,LOW,0,0.61,CAUTION,"미열, 호흡 급증"
DOG,4,21.4,39.2,138,25,True,True,False,False,False,DECREASED,NORMAL,LOW,1,0.54,CAUTION,"피부 징후, 식욕 감소"
CAT,7,2.3,38.4,178,23,False,True,True,True,False,NORMAL,NORMAL,NORMAL,7,0.39,WATCH,"구토, 피부 징후"
DOG,15,23.5,36.9,96,23,True,False,False,False,False,NORMAL,NORMAL,NORMAL,2,0.07,NORMAL,이상 없음(정상)
DOG,9,5.9,39.3,178,15,False,False,False,False,False,DECREASED,NORMAL,NORMAL,7,0.4,WATCH,"미열, 빈맥"
DOG,14,15.3,38.3,86,33,False,False,False,True,False,DECREASED,NORMAL,NORMAL,6,0.36,WATCH,"구토, 식욕 감소"
CAT,7,7.6,38.7,209,36,True,False,False,True,False,NORMAL,INCREASED,NORMAL,6,0.32,WATCH,"구토, 피부 징후"
DOG,12,11.9,38.3,88,20,False,False,False,False,False,DECREASED,NORMAL,NORMAL,3,0.16,NORMAL,이상 없음(정상)
DOG,12,21.2,40.1,84,39,False,False,False,False,False,NORMAL,INCREASED,HIGH,7,0.45,WATCH,고열
CAT,6,7.5,39.4,136,20,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.14,NORMAL,이상 없음(정상)
CAT,15,7.9,39.5,194,29,False,False,False,True,False,NORMAL,NORMAL,LOW,5,0.35,WATCH,"구토, 활동량 저하"
DOG,11,11.0,38.5,95,25,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.13,NORMAL,이상 없음(정상)
DOG,12,24.8,38.3,129,22,False,False,False,True,False,DECREASED,INCREASED,NORMAL,0,0.37,WATCH,"구토, 식욕 감소"
DOG,10,26.2,38.7,140,40,False,True,False,False,False,DECREASED,DECREASED,NORMAL,3,0.45,WATCH,"호흡 급증, 피부 징후"
CAT,5,7.9,38.6,215,31,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.12,NORMAL,이상 없음(정상)
DOG,10,10.8,40.2,149,39,False,False,False,True,True,NORMAL,NORMAL,LOW,1,0.88,DANGER,"고열, 소화기 이상(구토 및 설사)"
CAT,8,3.0,39.2,208,45,False,False,True,False,False,DECREASED,DECREASED,LOW,5,0.59,CAUTION,"호흡 급증, 피부 징후"
CAT,12,2.9,37.7,178,32,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.17,NORMAL,이상 없음(정상)
CAT,5,6.3,38.5,168,34,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.11,NORMAL,이상 없음(정상)
CAT,8,7.0,40.1,230,36,True,True,False,True,False,DECREASED,NORMAL,NORMAL,6,0.63,CAUTION,"미열, 구토"
DOG,4,6.3,39.3,137,32,False,False,False,True,True,DECREASED,DECREASED,LOW,3,0.68,CAUTION,"미열, 소화기 이상(구토 및 설사)"
DOG,10,18.4,38.7,119,24,True,False,False,False,False,DECREASED,DECREASED,LOW,1,0.4,WATCH,"피부 징후, 식욕 감소"
CAT,5,2.7,38.8,234,36,True,False,False,False,False,NORMAL,DECREASED,NORMAL,6,0.3,WATCH,피부 징후
DOG,2,14.9,38.6,76,24,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.04,NORMAL,이상 없음(정상)
DOG,9,5.4,39.6,133,38,True,True,False,True,False,DECREASED,DECREASED,LOW,4,0.7,CAUTION,"미열, 구토"
DOG,7,28.7,39.7,171,30,True,True,False,False,False,NORMAL,DECREASED,NORMAL,1,0.6,CAUTION,"미열, 빈맥"
DOG,10,27.2,38.3,92,35,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,6,6.1,38.7,241,46,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.49,WATCH,"빈맥, 호흡 급증"
CAT,9,6.1,38.2,164,28,False,False,True,False,False,NORMAL,DECREASED,NORMAL,0,0.17,NORMAL,이상 없음(정상)
CAT,7,4.3,40.7,272,36,False,False,True,False,True,NONE,NORMAL,LOW,1,1.0,DANGER,"고열, 빈맥"
DOG,14,17.2,39.5,182,54,False,True,True,False,False,DECREASED,INCREASED,NORMAL,3,0.9,DANGER,"미열, 빈맥"
DOG,5,23.1,41.0,171,59,False,True,False,True,True,NORMAL,NORMAL,LOW,2,1.0,DANGER,"고열, 빈맥"
DOG,14,17.6,37.6,102,34,False,True,True,False,False,NORMAL,NORMAL,LOW,6,0.27,NORMAL,이상 없음(정상)
DOG,3,29.9,40.7,216,47,True,True,False,False,True,DECREASED,DECREASED,HIGH,2,1.0,DANGER,"고열, 빈맥"
CAT,15,2.5,37.9,203,32,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.1,NORMAL,이상 없음(정상)
CAT,15,4.5,39.8,268,45,True,False,False,True,False,DECREASED,NORMAL,LOW,4,1.0,DANGER,"미열, 빈맥"
DOG,14,15.4,39.0,152,39,False,False,True,False,True,DECREASED,DECREASED,LOW,0,0.53,CAUTION,"설사, 피부 징후"
DOG,7,10.5,39.3,123,20,False,True,False,False,False,INCREASED,NORMAL,NORMAL,4,0.24,NORMAL,이상 없음(정상)
CAT,13,3.8,40.6,224,34,True,False,True,True,True,NONE,DECREASED,LOW,0,1.0,DANGER,"고열, 소화기 이상(구토 및 설사)"
CAT,15,3.2,39.8,244,33,False,False,False,False,True,NORMAL,DECREASED,LOW,1,0.55,CAUTION,"미열, 빈맥"
CAT,11,6.5,39.0,198,23,False,False,False,False,False,DECREASED,NORMAL,HIGH,1,0.0,NORMAL,이상 없음(정상)
DOG,4,8.4,40.1,148,52,False,False,True,True,False,INCREASED,DECREASED,LOW,2,1.0,DANGER,"고열, 호흡 급증"
CAT,11,5.1,39.0,167,26,False,False,False,False,True,NORMAL,NORMAL,NORMAL,4,0.17,NORMAL,이상 없음(정상)
DOG,7,19.3,38.3,118,17,True,False,False,False,False,NORMAL,NORMAL,NORMAL,4,0.2,NORMAL,이상 없음(정상)
DOG,4,9.2,38.8,133,27,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,1,21.5,39.3,133,23,False,False,False,True,False,NORMAL,INCREASED,LOW,6,0.49,WATCH,"미열, 구토"
DOG,11,17.3,39.2,161,46,False,False,False,False,False,DECREASED,NORMAL,NORMAL,3,0.55,CAUTION,"빈맥, 호흡 급증"
CAT,11,2.3,39.0,204,38,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.07,NORMAL,이상 없음(정상)
CAT,9,4.2,38.8,165,18,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.01,NORMAL,이상 없음(정상)
DOG,2,23.2,38.0,107,15,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.06,NORMAL,이상 없음(정상)
CAT,8,3.5,39.4,177,24,True,False,False,False,False,NORMAL,INCREASED,NORMAL,3,0.24,NORMAL,이상 없음(정상)
DOG,4,15.7,37.3,112,17,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.01,NORMAL,이상 없음(정상)
DOG,8,4.9,38.1,106,21,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.01,NORMAL,이상 없음(정상)
DOG,11,2.6,40.1,228,46,False,True,False,True,True,DECREASED,DECREASED,LOW,2,1.0,DANGER,"고열, 빈맥"
CAT,1,2.9,40.4,262,36,False,False,False,True,False,NONE,DECREASED,LOW,4,1.0,DANGER,"미열, 빈맥"
CAT,11,7.3,40.5,252,41,True,True,False,False,False,DECREASED,NORMAL,LOW,3,1.0,DANGER,"고열, 빈맥"
DOG,12,5.3,40.1,197,45,True,False,False,False,True,NONE,DECREASED,LOW,7,1.0,DANGER,"고열, 빈맥"
CAT,5,4.0,38.5,162,16,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,4,2.7,37.7,70,30,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.02,NORMAL,이상 없음(정상)
DOG,3,14.0,38.0,80,18,False,False,False,False,False,INCREASED,NORMAL,NORMAL,3,0.07,NORMAL,이상 없음(정상)
CAT,15,3.3,41.0,265,59,True,True,True,False,True,NONE,NORMAL,LOW,2,1.0,DANGER,"고열, 빈맥"
DOG,15,4.2,39.8,148,43,True,False,True,True,True,NONE,DECREASED,LOW,0,1.0,DANGER,"미열, 호흡 급증"
CAT,8,2.2,38.6,155,24,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.03,NORMAL,이상 없음(정상)
CAT,3,3.2,39.6,148,25,False,False,False,False,False,INCREASED,NORMAL,NORMAL,0,0.24,NORMAL,이상 없음(정상)
CAT,4,4.7,39.4,226,41,True,True,False,False,True,NORMAL,INCREASED,LOW,6,0.69,CAUTION,"호흡 급증, 설사"
CAT,8,2.3,39.9,262,46,True,True,False,False,False,NORMAL,DECREASED,NORMAL,5,0.74,CAUTION,"미열, 빈맥"
DOG,6,13.6,39.8,133,27,True,True,True,True,True,NORMAL,NORMAL,LOW,4,0.72,CAUTION,"미열, 소화기 이상(구토 및 설사)"
DOG,7,16.4,38.8,75,20,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,8,3.5,39.4,267,41,False,False,False,False,True,DECREASED,NORMAL,NORMAL,1,0.73,CAUTION,"빈맥, 호흡 급증"
DOG,10,18.9,40.8,135,34,True,True,False,True,True,NONE,DECREASED,LOW,3,1.0,DANGER,"고열, 소화기 이상(구토 및 설사)"
CAT,2,4.5,39.4,262,33,True,False,True,True,True,NORMAL,DECREASED,LOW,3,0.72,CAUTION,"빈맥, 소화기 이상(구토 및 설사)"
DOG,11,15.0,39.1,112,24,False,False,False,False,False,NORMAL,NORMAL,HIGH,7,0.0,NORMAL,이상 없음(정상)
CAT,7,4.6,38.9,223,14,False,False,False,False,True,NORMAL,INCREASED,HIGH,3,0.09,NORMAL,이상 없음(정상)
CAT,10,6.0,39.6,215,38,False,True,False,False,True,INCREASED,NORMAL,NORMAL,4,0.55,CAUTION,"미열, 설사"
DOG,8,19.7,38.6,165,29,True,True,True,False,False,DECREASED,DECREASED,LOW,0,0.63,CAUTION,"빈맥, 피부 징후"
DOG,6,3.2,38.2,116,28,False,False,False,False,True,NORMAL,NORMAL,NORMAL,1,0.24,NORMAL,이상 없음(정상)
CAT,13,6.8,40.5,222,49,False,True,False,True,True,NONE,DECREASED,LOW,5,1.0,DANGER,"고열, 호흡 급증"
DOG,6,10.3,39.8,153,58,True,True,True,False,False,DECREASED,NORMAL,LOW,1,0.83,DANGER,"미열, 호흡 급증"
DOG,6,23.4,38.6,110,15,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.01,NORMAL,이상 없음(정상)
DOG,14,6.7,38.5,168,32,False,True,False,False,True,DECREASED,DECREASED,NORMAL,6,0.67,CAUTION,"빈맥, 설사"
DOG,2,13.7,39.7,146,49,False,False,True,False,False,DECREASED,DECREASED,NORMAL,7,0.67,CAUTION,"미열, 호흡 급증"
CAT,5,6.2,40.4,202,17,True,False,False,False,False,NORMAL,NORMAL,HIGH,0,0.42,WATCH,"미열, 피부 징후"
CAT,3,3.6,40.9,247,49,True,True,False,True,True,NONE,NORMAL,LOW,4,1.0,DANGER,"고열, 빈맥"
